13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,6,25,25,25,25,25,25,25,25,25,25,25,62,62,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,75,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,39,24,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,60,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,73,24,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,60,37,37,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,63,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,18,49,2,75,73,37,38,-1,108,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,18,49,61,49,49,49,1,1,1,1,30,31,33,34,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,6,50,50,25,50,25,50,50,50,25,50,25,26,-1,-1,-1,24,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,48,78,79,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,49,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,-1,110,-1,109,109,-1,-1,-1,-1,-1,-1,-1,37,39,63,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,31,33,34,35,49,1,49,49,1,49,49,1,49,49,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,24,50,62,50,62,25,50,25,25,25,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,24,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,38,37,38,37,38,37,36,38,7,13,13,13,13,13
13,13,13,13,6,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,7,13,13,13,13,13,13,13,13,13,13,13,13,13,14,53,53,53,53,53,53,53,53,37,13,13,13,13,13
13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,12,6,62,62,50,62,7,6,50,62,62,50,50,62,26,111,-1,-1,-1,-1,-1,-1,-1,37,13,13,13,13,13
13,13,13,13,14,42,41,41,41,0,2,-1,-1,33,34,35,2,41,41,41,0,11,26,53,53,36,53,24,26,53,53,37,36,36,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13
13,13,13,13,18,49,61,49,61,19,14,-1,-1,-1,-1,51,18,61,49,61,11,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,64,65,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,13,13,13,13,13
13,13,13,13,13,13,6,25,25,25,26,-1,-1,-1,-1,63,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,67,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,13,13,13,13,13
13,13,13,13,13,6,26,78,79,-1,-1,-1,-1,-1,-1,51,13,13,13,13,14,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,75,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13
